ref	verse
EXO 39:29	និងខ្សែក្រវាត់ពីក្រណាត់ទេសឯក និងពីក្រណាត់ពណ៌ខៀវ ពណ៌ស្វាយ និងពណ៌ក្រហមទុំ គឺជាកិច្ចការរបស់អ្នកប៉ាក់។ ធ្វើបែបនេះ ដូចព្រះអម្ចាស់បានបង្គាប់ដល់លោកម៉ូសេ។
EXO 39:3	ពួកគេបានសិតមាសជាសន្លឹកៗ ហើយកាត់វាជាសរសៃយ៉ាងឆ្មា ដើម្បីធ្វើវាជាពណ៌ខៀវ ពណ៌ស្វាយ និងពណ៌ក្រហម ព្រមទាំងក្រណាត់ទេសឯក ធ្វើពីជាងដែលមានស្នាដៃ។
EXO 39:30	ពួកគេធ្វើស្លាកពីមាសសុទ្ធនៃមកុដបរិសុទ្ធ ពួកគេឆ្លាក់នៅលើវា ដូចជាជាឆ្លាក់ត្រាមួយថា៖ «បរិសុទ្ធថ្វាយដល់ព្រះអម្ចាស់»។
EXO 39:31	ពួកគេភ្ជាប់វាទៅនឹងឈ្នូតក្បាលមានខ្សែពណ៌ខៀវ នៅពីលើឈ្នូតក្បាលនោះ។ ធ្វើបែបនេះ ដូចព្រះអម្ចាស់បានបង្គាប់ដល់លោកម៉ូសេ។
EXO 39:32	ដូច្នេះ កិច្ចការនៅលើព្រះពន្លា គឺត្រសាលនៃការប្រជុំត្រូវបានបញ្ចប់។ ប្រជាជនអ៊ីស្រាអែលបានធ្វើគ្រប់យ៉ាង។ ពួកគេធ្វើតាមសេចក្តីបង្គាប់ទាំងអស់ដែលព្រះអម្ចាស់បានដល់លោកម៉ូសេ។
EXO 39:33	ពួកគេបានយកព្រះពន្លាមកឯលោកម៉ូសេ គឺត្រសាល និងគ្រឿងបរិក្ខាររបស់វាទាំងអស់ ទាំង​តម្ពក់ ស៊ុម រនុក សសរ និង​ជើង​ទ្ររបស់វា
EXO 39:34	គម្របធ្វើពីស្បែកចៀមឈ្មោលជ្រលក់ពណ៌ក្រហម និងគម្របពីស្បែកផ្សោត ព្រមទាំងវាំងននសម្រាប់ឃាំង
EXO 39:35	ហឹបនៃទីបន្ទាល់ រួមទាំងឈើស្នែងនិងទីសន្តោសប្រោស។
EXO 39:36	ពួកគេបានយកតុ និងគ្រឿងបរិក្ខាររបស់វា ព្រមទាំងនំប៉័ងដែលដាក់តាំង
EXO 39:37	ជើងចង្កៀងដែលធ្វើពីមាសសុទ្ធ និងចង្កៀងរបស់វានៅតាមជួររបស់វា ព្រមទាំងគ្រឿងបរិក្ខាររបស់វា និងប្រេងសម្រាប់ចង្កៀង
EXO 39:38	អាសនៈមាស ប្រេងសម្រាប់ចាក់ប្រេងតាំង និងគ្រឿងក្រអូប រនាំងសម្រាប់ច្រកចូលព្រះពន្លា
EXO 39:39	អាសនៈលង្ហិន ជាមួយនឹងប្រទាសលង្ហិន ព្រមទាំងឈើស្នែងលង្ហិន និងគ្រឿងបរិក្ខារ និងអាងទឹកដ៏ធំមួយជាមួយនឹងជើងទ្ររបស់វាដែរ។
EXO 39:4	ពួកគេ​ធ្វើ​ខ្សែ​ស្មា​សម្រាប់​ចង​ភ្ជាប់​អាវ​អេផូដ​ទាំង​សង​ខាង​បាន​ជាប់​គ្នា​តែ​មួយ។
EXO 39:40	ពួកគេបានយករនាំងសម្រាប់ទីលានជាមួយនឹងសសរ និងជើងទ្ររបស់វា ហើយវាំងននសម្រាប់ច្រកចូលទីលាន ខ្សែ ចម្រឹង និង​គ្រឿង​បរិក្ខារ​ទាំង​អស់ សម្រាប់​ប្រើ‌ប្រាស់​ក្នុង​ព្រះ‌ពន្លា គឺ​ត្រសាលនៃការជួបជុំ។
EXO 39:41	ពួកគេបានយកសម្លៀកបំពាក់សម្រាប់បម្រើនៅក្នុងទីបរិសុទ្ធ គឺសម្លៀកបំពាក់បរិសុទ្ធសម្រាប់លោកអ៊ើរ៉ុន ជាបូជាចារ្យ និងកូនប្រុសៗរបស់គាត់ ដើម្បីឲ្យពួកគេបានបម្រើក្នុងមុខងារជាបូជាចារ្យ។
EXO 39:42	ដូច្នេះហើយ ប្រជាជនអ៊ីស្រាអែលបានធ្វើគ្រប់កិច្ចការទាំងអស់ ដូចព្រះអម្ចាស់បានបង្គាប់ដល់លោកម៉ូសេ។
EXO 39:43	លោកម៉ូសេបានពិនិត្យកិច្ចការទាំងអស់ ហើយមើល៍ ពួកគេធ្វើវាបានសម្រេចហើយ ដូច ព្រះអម្ចាស់បានបង្គាប់មែន គឺពួកគេធ្វើបែបនោះឯង។ បន្ទាប់មក លោកម៉ូសេបានឲ្យពរដល់ពួកគេ។
EXO 39:5	ខ្សែក្រវាត់ក៏ដូចជាអាវអេផូដដែរ គឺធ្វើជាបំណែកតែមួយជាមួយនឹងអាវអេផូដ វេញជាមួយនឹងក្រណាត់ទេសឯកយ៉ាងល្អពណ៌មាស ពណ៌ខៀវ ពណ៌ស្វាយ និងពណ៌ក្រហម ដូចព្រះអម្ចាស់បានបង្គាប់ដល់លោកម៉ូសេ។
EXO 39:6	ពួកគេ​បានច្នៃ​ត្បូង​អូនីក្ស ​ដាំ​ចុះ​ក្នុង​គ្រោង​មាស ឆ្លាក់ដូចជាគេឆ្លាក់ត្រា ហើយបានចារឈ្មោះរបស់កូនចៅអ៊ីស្រាអែលទាំងដប់ពីរនៅក្នុងនោះ។
EXO 39:7	លោកបេតសាលាលបាន​ភ្ជាប់​នៅ​លើ​ខ្សែ​ស្មា​របស់អាវ​អេផូដ ជាត្បូងដើម្បី​រំឭក​ដល់​ព្រះអម្ចាស់នៃកូនចៅអ៊ីស្រាអែលទាំងដប់ពីរ ដូចព្រះអម្ចាស់​បាន​បង្គាប់​មក​លោក​ម៉ូសេ។
EXO 39:8	គាត់បានធ្វើប្រដាប់ពាក់លើដើមទ្រូង តាមការរចនារបស់ជាងដែលមានស្នាដៃ ធ្វើតាមបែបដូចជាអាវអេផូដ។ គាត់បានធ្វើវាពីមាស ពីក្រណាត់ពណ៌ខៀវ ពណ៌ស្វាយ និងពណ៌ក្រហម និងពីក្រណាត់ពណ៌ទេសឯកយ៉ាងល្អ។
EXO 39:9	វាមានរាងបួនជ្រុង។ ពួកគេបានអាវពាក់លើដើមទ្រូងជាពីរស្រទាប់។ បណ្តោយមួយចំអាម និងទទឹងមួយចំអាមដែរ។
EXO 3:1	លោកម៉ូសេកំពុងតែឃ្វាលហ្វូងចៀមរបស់លោកេយត្រូ ឪពុកក្មេករបស់គាត់ ជាបូជាចារ្យរបស់ជនជាតិម៉ាឌាន។ លោកម៉ូសេបាននាំហ្វូងចៀមទៅកន្លែងមួយឆ្ងាយនៅទីរហោស្ថាន ហើយបានដល់ហោរ៉ែប ភ្នំរបស់ព្រះជាម្ចាស់។
EXO 3:10	ដូច្នេះ យើងនឹងចាត់អ្នកទៅឯស្តេចផារ៉ោន ដើម្បីឲ្យអ្នកអាចនាំប្រជារាស្រ្តរបស់យើង គឺជនជាតិអ៊ីស្រាអែលចេញពីអេស៊ីប»។
EXO 3:11	ប៉ុន្តែ លោកម៉ូសេទូលទៅព្រះជាម្ចាស់ថា៖​ «តើទូលបង្គំជានរណា ដែលទូលបង្គំអាចទៅគាល់ស្តេចផារ៉ោន ហើយអាចនាំជនជាតិអ៊ីស្រាអែលចេញពីអេស៊ីបបាន?»
EXO 3:12	ព្រះជាម្ចាស់មានបន្ទូលតបថា៖ «យើងនឹងនៅជាមួយអ្នក។ ហើយនេះគឺជាទីសម្គាល់ដល់អ្នកថា យើងបានចាត់អ្នកឲ្យទៅមែន។ នៅពេលអ្នកបាននាំជនជាតិអ៊ីស្រាអែលចេញពីអេស៊ីបមក អ្នកនឹងថ្វាយបង្គំហើយនៅលើភ្នំនេះ»។
