#desc	English to Khmer Dictionary from <a href="https://play.google.com/store/apps/details?id=com.sonveasna.dictionary&hl=en">English Khmer Dictionary</a> by DroidSVS
#priority	2
#en	ipa	khph	desc	tags
love (1)	lʌv	ឡាវ	<ul><li><p-n>(noun)</p-n>romantic ~<p-l> @សេចក្តីស្រលាញ់</p-l> <p-n>(Lit.)</p-n><p-l> @សេចក្តីស្នេហា </p-l><br/>~ of books<p-l> @ការចូលចិត្តខ្លាំង</p-l><br/> in ~ <p-n>(with)</p-n><p-l> @មានសេចក្តីប្រតិព័ន្ធលើ</p-l><br/> make ~<p-l> @រួមស្នេហា</p-l><br/> marry his ~<p-l> @សង្សារ </p-l><br/>His great ~ is music<p-l> @ចំណូលចិត្ត </p-l><br/>~ play for ~<p-l> @ប្រលែងបោកចំបាប់គ្នា </p-l><br/>fall in ~<p-l> @កើតមានចិត្តស្រលាញ់ </p-l>fall in love with<p-l> @លង់ល្បិចកលស្នេហា</p-l><br/> make ~ to<p-l> @ញ៉ែ, ចែចង់, ឌីត </p-l><br/>no ~ lost<p-l> @មិនត្រូវគ្នា </p-l><br/>calf ~<p-l> @ស្នេហាគ្រាដំបូង </p-l><br/>~ at first sight<p-l> @ស្រលាញ់គ្រាដំបូង</p-l></li><li>loveless <p-n>(adjective)</p-n><p-l> @មិនស្រលាញ់, គ្មានស្នេហា </p-l> </li></ul>	noun
love (2)	lʌv	ឡាវ	<ul><li><p-n>(transitive verb)</p-n>one's spouse<p-l> @ស្រលាញ់ (</p-l>Lit.)<p-l> @ស្នេហា</p-l><br/> ~ music<p-l> @ចូលចិត្ត </p-l><br/>~ affair<p-l> @រឿងស្នេហារវាងកូនកម្លោះក្រមុំ </p-l><br/>~ apple<p-l> @ប៉េងប៉ោះ</p-l></li></ul>SYNONYMS<ul><li><p-n>(noun)</p-n><p-l> @សេចក្តីស្នេហា​ឬ ស្រឡាញ់, ស្នេហ៍</p-l> affection<p-l> @សេចក្តីស្រលាញ់, សេចក្តីស្នេហា, ការអត់អោន </p-l>devotion<p-l> @ធម្មនិដ្ឋា, ការស៊ុបក្នុងសាសនា </p-l>foundness<p-l> @ភាពស្រឡាញ់, ភាពជាប់ចិត្ត </p-l>infatuation<p-l> @ភាពងប់នឹងមនុស្សវត្ថុណាមួយ។​</p-l></li></ul>	transitive verb
love seat	ˈlʌvsi:t	ˈឡាវស៊ីតថ៍	<ul><li><p-n>(noun)</p-n><p-l> @កៅអីផ្អែកស្រួលអង្គុយពីរទន្ទឹមគ្នា&nbsp;</p-l></li></ul>	noun
love-bird	ˈlʌvbɜ:d	ˈឡាវបឹដ	<ul><li><p-n>(noun)</p-n><p-l> @ឈ្មោះបក្សីមួយបែប&nbsp;</p-l></li></ul>	noun
love-in-a-mist			<ul><li><p-n>(noun)</p-n><p-l> @ផ្កាដកខឹម </p-l></li></ul>	noun
love-letter	ˈlʌvletə(r)	ˈឡាវឡេតថឹ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @សំបុត្រស្នេហ៍</p-l></li></ul>	noun
love-making	ˈlʌvmeɪkɪŋ	ˈឡវម៉េកឃីង	<ul><li><p-n>(noun)</p-n><p-l> @ការចែចង់ស្រី&nbsp;</p-l></li></ul>	noun
love-story	ˈlʌvstɔ:rɪ	ˈឡាវស្តរី	<ul><li><p-n>(noun)</p-n><p-l> @រឿងអាណិតស្រលាញ់&nbsp;</p-l></li></ul>	noun
loveless	ˈlʌvlɪs	ˈឡាវលីស	<ul><li><p-n>(adjective)</p-n><p-l> @មិនស្រលាញ់, គ្មានស្នេហា </p-l> </li></ul>	adjective
loveliness	ˈlʌvlɪnɪs	ˈឡាវលិនិស	<ul><li><p-n>(noun)</p-n><p-l> @ភាពគួរអោយស្រលាញ់ </p-l> </li></ul>	noun
lovelorn	ˈlʌvlɔ:n	ˈឡាវឡន	<ul><li><p-n>(adjective)</p-n><p-l> @ខកចិត្តព្រោះសេចក្តីស្នេហា&nbsp;</p-l></li></ul>	adjective
lovely	ˈlʌvlɪ	ˈឡាវលី	<ul><li><p-n>(adjective)</p-n><p-n>(-ier,-iest)</p-n><p-l> @ដែលជាទីទាក់អារម្មណ៍, ជាទីស្នេហា </p-l><br/>~ woman<p-l> @ល្អ, ស្រស់ </p-l><br/>~ afternoon<p-l> @ដែលមានធាតុអាកាសល្អមិនត្រជាក់មិនក្តៅ (គ្មានភ្លៀង)</p-l><br/><p-n>(Coll.)</p-n>~ time<p-l> @ដ៏សប្បាយ</p-l></li><li>loveliness <p-n>(noun)</p-n><p-l> @ភាពគួរអោយស្រលាញ់ </p-l> </li></ul>	adjective
lover	ˈlʌvə(r)	ˈឡាវ៉ឹ(រ)	<ul><li><p-n>(noun)</p-n><ol><li><p-l> @គូសង្សារ </p-l><br/></li><li>take a ~<p-l> @សាហាយ </p-l><br/>~ of music<p-l> @អ្នកចូលចិត្ត </p-l><p-n>(Pl.)</p-n><p-l> @គូរស្នេហា </p-l></li></ol></li></ul>	noun
lovesick	ˈlʌvsɪk	ˈឡាវស៊ីកខ៍	<ul><li><p-n>(adjective)</p-n><p-l> @ដែលថ្ងួចថ្ងូរពីរឿងស្នេហា&nbsp;</p-l></li></ul>	adjective
lovesong	ˈlʌvsɒŋ	ˈឡាវសង	<ul><li><p-n>(noun)</p-n><p-l> @ចម្រៀងស្នេហ៍</p-l></li></ul>	noun
loving	ˈlʌvɪŋ	ˈឡាវីង	<ul><li><p-n>(adjective)</p-n><p-l> @ដែលអាណិតស្រឡាញ់ </p-l><br/>~ glance<p-l> @ដែលបង្ហាញនូវសេចក្តីស្នេហា&nbsp;</p-l></li><li>loving cup <p-n>(noun)</p-n><p-l> @ជើងពានសម្រាប់ជារង្វាន់</p-l></li><li>loving-kindness <p-n>(noun)</p-n><p-l> @មេត្តាធម៌ </p-l> </li></ul>	adjective
loving-kindness	ˈlʌvɪŋkaɪndnɪs	ˈឡាវីងខាយន៍និស	<ul><li><p-n>(noun)</p-n><p-l> @មេត្តាធម៌ </p-l> </li></ul>	noun
low (1)	ləʊ	ឡូ	<ul><li><p-l>@(adjective). (-er,-est) ១.</p-l><br/> ~ table<p-l> @ទាប</p-l><br/> ~ prices<p-l> @ថោក</p-l><br/> ~ status <p-l>@ទាប</p-l><br/> a ~ fellow<p-l> @មនុស្សធន </p-l>low conduct<p-l> @មាយាទថោក </p-l><br/>~ spirits<p-l> @ដំណើរមានទឹកចិត្តស្រពាប់ស្រពោន </p-l><br/></li><li>~ noise<p-l> @តិច​ៗ </p-l><br/><p-n>(Mech.)</p-n>~ gear<p-l> @លេខយឺត (រថយន្ត។ល។) </p-l><br/></li><li>~ ground<p-l> @ទំនាបរាក់ </p-l><br/></li><li>~ umber<p-l> @តូច </p-l></li><li>lowermost <p-n>(adjective)</p-n><p-l> @ទាបជាងគេ </p-l> </li><li>lowness <p-n>(noun)</p-n><p-l> @ភាពទាបកន្តឿ </p-l></li><li>low-boy /ˈləʊbɔɪ /<p-l>@[ˈឡូបយ]</p-l><p-n>(adjective)</p-n><p-l> @ទូទាបម្យ៉ាង </p-l> </li></ul>	adjective
low (2)	ləʊ	ឡូ	<ul><li><p-n>(adverb)</p-n><ol><li>sing ~<p-l> @ទាប(សម្លេង) </p-l>low tone<p-l> @សម្លេងខ្សាវៗ</p-l> low grade<p-l> @ថ្នាក់ទាប, កំរិតទាប </p-l><br/></li><li>~ talk ~<p-l> @តិចៗ </p-l><br/></li><li>sell ~<p-l> @ថោក </p-l><br/>lay ~ <p-n>(the enemy)</p-n><p-l> @បំផ្លាញ </p-l></li></ol></li><li>lowborn /ləʊˈbɔ:n/<p-l>@[លូˈបន]</p-l><p-n>(adjective)</p-n><p-l> @ត្រកូលទាប, ដែលកើតក្នុងគ្រួសារក្រខ្សត់<h4></p-l>&nbsp;</h4></li></ul>	adverb
low (3)	ləʊ	ឡូ	<ul><li><p-n>(noun)</p-n>temperature ~<p-l> @កម្រិតទាបជាងគេ</p-l><br/> car is in ~<p-l> @លេខយឺត </p-l><br/>bow ~<p-l> @អោនគោរព </p-l><br/>at a ~ ebb<p-l> @នៅក្នុងកំរិតទាបណាស់</p-l><br/> lay ~<p-l> @ចូលដេកអស់</p-l> run low<p-l> @ជិតនៅអស់ </p-l>low pressure sales<p-l> @ការលក់មិនបង្ខំ </p-l>low quality<p-l> @ដែលមានគុណភាពអន់ </p-l>low paid worker<p-l> @កម្មករដែលមានបៀវត្ស៍រទាប </p-l>all time low<p-l> @កំរិតទាបបំផុតដែលពុំធ្លាប់មានពីមុនមក </p-l>low income people<p-l> @ប្រជាជនដែលមានប្រាក់ចំណូលតិច </p-l>low level delegation<p-l> @គណ:ប្រតិភូថ្នាក់ទាប </p-l></li></ul>	noun
low (4)	ləʊ	ឡូ	<ul><li><p-n>(noun)</p-n><p-l> @សូររោទ៍</p-l></li><li><p-n>(intransitive verb)</p-n><p-l> @រោទ៍</p-l> </li></ul>	noun
low tide	ˈləʊ taɪd	ˈឡូថាយដ៍	<ul><li><p-n>(noun)</p-n><p-l> @ខ្សែទឹកស្រក&nbsp;</p-l></li></ul>	noun
low-down	ˈləʊdaʊn	ˈឡូដោន	<ul><li><p-n>(adjective)</p-n><p-n>(Coll.)</p-n><p-l> @ថោកទាប, អាក្រក់&nbsp;</p-l></li><li><p-n>(noun)</p-n><p-n>(Sl.)</p-n><p-l> @រឿងពិតនៃអ្វីមួយ </p-l> </li></ul>	adjective
low-paid	ləʊˈpeɪd	ឡˈផេដ	<ul><li><p-n>(adjective)</p-n><p-l> @ដែលអោយប្រាក់ខែតិច&nbsp;</p-l></li><li>low sales <p-n>(noun)</p-n><p-l> @ការលក់ថោកៗ</p-l> </li></ul>	adjective
lowbrow	ˈləʊbraʊ	ˈឡូរប្រៅ	<ul><li><p-n>(adjective)</p-n><p-l> @កម្រាល&nbsp;</p-l></li><li>lowbrow <p-n>(noun)</p-n><p-l> @មនុស្សកម្រោល</p-l> </li></ul>	adjective
lower (1) (also lour)	ˈləʊə(r)	ˈឡូអឹ(រ)	<ul><li><p-n>(transitive verb)</p-n>~ the table<p-l> @ធ្វើអោយទាបឡើង </p-l><br/>~ prices<p-l> @បញ្ចុះ </p-l><br/>~ a flag<p-l> @ដាក់ </p-l><br/>~ the water<p-l> @ធ្វើអោយចុះ </p-l><br/>~ the voice<p-l> @បង្អន់ </p-l><br/>~ one's head<p-l> @អោន,​ដាក់ចុះ</p-l><br/> ~ a house window<p-l> @បិទ </p-l><br/>~ a car window<p-l> @បើក</p-l></li><li><p-n>(intransitive verb)</p-n>prices ~<p-l> @ចុះ </p-l><br/>skies ~<p-l> @មានពពកខ្មៅជាប់នឹងដី</p-l></li><li><p-n>(adjective)</p-n>~ prices<p-l> @ថោកជាង </p-l><br/>~ drawer<p-l> @ខាងក្រោម </p-l>lower grade / level<p-l> @ដែលមានកំរិតទាបជាង </p-l>Lower House/Chamber<p-l> @សភាជាន់ទាប</p-l></li><li><p-n>(noun)</p-n><p-l> @មុខក្រញ៉ូវ, មុខនឹង </p-l> </li></ul>	transitive verb
lower (2)	ˈləʊə(r)	ˈឡូអឺ(រ)	<ul><li><p-n>(see hour)</p-n></li></ul>	verb
lowermost	ˈləʊəməʊst	ˈឡូអឹមូសថ៍	<ul><li><p-n>(adjective)</p-n><p-l> @ទាបជាងគេ </p-l> </li></ul>	adjective
lowland	ˈləʊlənd	ˈឡូឡឹនដ៍	<ul><li><p-n>(noun)</p-n><p-l> @ទំនាប, ដីទំនាប&nbsp;</p-l></li></ul>	noun
lowlander	ˈləʊləndə(r)	ˈឡូឡឹនដឹ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @អ្នករស់នៅដីទំនាប&nbsp;</p-l></li></ul>	noun
lowliness	ˈləʊlɪnɪs	ˈឡូលិនិស	<ul><li><p-n>(noun)</p-n><p-l> @ភាពបន្ទាប, ភាពមិនលើកំពស់ </p-l> </li></ul>	noun
lowly	ˈləʊlɪ	ˈឡូលី	<ul><li><p-n>(adjective)</p-n><p-n>(-ier,-iest)</p-n><p-l> @ទាប (យសស័ក្តិ។ល។)&nbsp;</p-l></li><li>lowliness <p-n>(noun)</p-n><p-l> @ភាពបន្ទាប, ភាពមិនលើកំពស់ </p-l> </li></ul>	adjective
lowness	ˈləʊnɪs	ˈឡូនិស	<ul><li><p-n>(noun)</p-n><p-l> @ភាពទាបកន្តឿ </p-l></li></ul>	noun
loyal	ˈlɔɪəl(r)	ˈឡយអឺល(រ)	<ul><li><p-n>(adjective)</p-n>~ <p-n>(to sb/sth)</p-n><p-l> @ស្មោះចំពោះ </p-l><p-n>(Lit.)</p-n><p-l> @ភក្តី </p-l></li><li>loyalist <p-n>(noun)</p-n><p-l> @អ្នកមានភក្តីភាព </p-l></li><li>loyally <p-n>(adverb)</p-n><p-l> @ដោយភាពស្មោះត្រង់ </p-l> </li></ul>	adjective
loyalist	ˈlɔɪəlɪst	ˈឡយអឹលិសថ៍	<ul><li><p-n>(noun)</p-n><p-l> @អ្នកមានភក្តីភាព </p-l></li></ul>	noun
loyally	ˈlɔɪəlɪ	ˈឡយអឹលី	<ul><li><p-n>(adverb)</p-n><p-l> @ដោយភាពស្មោះត្រង់ </p-l> </li></ul>	adverb
loyalty	ˈlɔɪəltɪ	ˈឡយអឹលធី	<ul><li><p-n>(noun)</p-n><p-l> @សេចក្តីស្មោះចំពោះ </p-l><p-n>(Lit.)</p-n><p-l> @ភក្តីភាព </p-l></li></ul>	noun
loyalty oath			<ul><li><p-n>(noun)</p-n><p-l> @សច្ចាប្រណិធាន </p-l></li></ul>	noun
lozenge	ˈlɒzɪndʒ	ˈឡក់ហ្ស៊ីនឌ្ស៍	<ul><li><p-n>(noun)</p-n><p-l> @តុលិកា&nbsp;</p-l></li></ul>	noun
Ltd			<ul><li><p-n>(abbreviation)</p-n>limited<p-l> @មានខណ្ឌ័សីមា, មានកំរិត </p-l></li></ul>	abbreviation
lubber	ˈlʌbə(r)	ˈឡាបឹ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @មនុស្សឡិកឡក់ </p-l></li><li>lubberly <p-n>(adjective)</p-n><p-l> @ឡិកឡក់,ល្ងីល្ងើ </p-l> </li></ul>	noun
lubberly	ˈlʌbəlɪ	ˈឡាយបឹលី	<ul><li><p-n>(adjective)</p-n><p-l> @ឡិកឡក់,ល្ងីល្ងើ </p-l> </li></ul>	adjective
lubricant	ˈlu:brɪkənt	ˈលូប្រ៊ីខឹនថ៍	<ul><li><p-n>(noun)</p-n><p-l> @ប្រេងឬខ្លាញ់, (សម្រាប់ដាក់គ្រឿងយន្ត) ប្រេងរំអិល&nbsp;</p-l></li></ul>	noun
lubricate	ˈlu:brɪkeɪt	ˈលីប្រ៊ីខេតថ៍	<ul><li><p-n>(transitive verb)</p-n><p-l> @ដាក់ប្រេង, បូមខ្លាញ់, ធ្វើអោយរអិលស្រួល&nbsp;</p-l></li><li>lubrication <p-n>(noun)</p-n>constant ~<p-l> @ការដាក់ប្រេង </p-l><br/>have no ~<p-l> @ប្រេងខ្លាញ់ </p-l> </li></ul>	transitive verb
lubrication	ˌlu:brɪˈkeɪʃn	ˌលូប្រ៊ិˈខេស្ហឹន	<ul><li><p-n>(noun)</p-n>constant ~<p-l> @ការដាក់ប្រេង </p-l><br/>have no ~<p-l> @ប្រេងខ្លាញ់ </p-l> </li></ul>	noun
lubricious	lu:ˈbrɪʃəs	លូˈប្រ៊ិស្ហឹស	<ul><li><p-n>(adjective)</p-n><p-l> @អាកាសគ្រាម&nbsp;</p-l></li><li><p-n>(noun)</p-n><p-l> @ការរអិល </p-l></li></ul>	adjective
lubricity	lu:ˈbrɪsətɪ	លូˈប្រ៊ិសឹធី	<ul><li><p-n>(noun)</p-n><p-l> @ភាពរអិល&nbsp;</p-l></li></ul>	noun
lucerne	lu:ˈsɜ:n	លូˈសឺន	<ul><li><p-l>@(noun). (US alfalfa) ១. ចង្កៀង </li><li> ដើមរុក្ខជាតិមួយប្រភេទ&nbsp;</p-l></li></ul>	noun
lucid	ˈlu:sɪd	ˈលូស៊ិដ	<ul><li><p-n>(adjective)</p-n><ol><li><p-l> @ងាយយល់</p-l><br/> ~ explanation<p-l> @ច្បាស់ </p-l><br/></li><li>~ glass<p-l> @ថ្លា&nbsp;</p-l></li></ol></li><li>lucidity <p-n>(noun)</p-n><p-l> @ភាពច្បាស់លាស់, ភាពងាយយល់, ភាពភ្លឺ </p-l></li><li>lucidly <p-n>(adverb)</p-n><p-l> @ដោយមានលក្ខណះភ្លឺ </p-l> </li></ul>	adjective
lucidity	ˈlu:ˈsɪdɪtɪ	លូˈស៊ីឌីធី	<ul><li><p-n>(noun)</p-n><p-l> @ភាពច្បាស់លាស់, ភាពងាយយល់, ភាពភ្លឺ </p-l></li></ul>	noun
lucidly	lu:ˈsɪdlɪ	លូˈស៊ីដលី	<ul><li><p-n>(adverb)</p-n><p-l> @ដោយមានលក្ខណះភ្លឺ </p-l> </li></ul>	adverb
lucifer	ˈlu:sɪfə(r)	ˈលូស៊ីហ្វឹ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @ឈើគូស</p-l></li></ul>	noun
luck	lʌk	ឡាក់ឃីខ៍	<ul><li><p-n>(noun)</p-n><p-l> @វាសនា, សំណាង&nbsp;</p-l></li><li><p-n>(verb)</p-n><p-l> @មានសំណាងល្អ </p-l></li></ul>IDIOM<ul><li>be in/ out of luck<p-l> @ហេង ឬស៊យ </p-l></li><li>luckless <p-n>(adjective)</p-n><p-l> @សំណាងមិនល្អ, ស៊យ </p-l>a luckless day<p-l> @ថ្ងៃស៊យ</p-l></li></ul>	noun
luckily	ˈlʌkɪlɪ	ˈឡាក់ឃីលី	<ul><li><p-n>(adverb)</p-n><p-l> @ចៃដន្យជួបគ្រោះល្អ </p-l> </li></ul>	adverb
luckless	ˈlʌklɪs	ˈឡាក់ខ៍លិស	<ul><li><p-n>(adjective)</p-n><p-l> @សំណាងមិនល្អ, ស៊យ </p-l>a luckless day<p-l> @ថ្ងៃស៊យ</p-l></li></ul>	adjective
lucky	ˈlʌkɪ	ˈឡាក់ឃី	<ul><li><p-n>(adjective)</p-n><p-n>(ier,-iest)</p-n><p-l> @មានសំណាង</p-l><br/> to out or make one's ~<p-l> @គេចចេញអោយបាត់ទៅ&nbsp;</p-l></li><li>luckily <p-n>(adverb)</p-n><p-l> @ចៃដន្យជួបគ្រោះល្អ </p-l> </li></ul>	adjective
lucrative	ˈlu:krətɪv	ˈលូខ្រឹធីវ	<ul><li><p-n>(adjective)</p-n><p-l> @ដែលអោយកម្រៃច្រើន </p-l>lucrative gains<p-l> @កំរៃល្អ&nbsp;</p-l></li><li>lucratively <p-n>(adverb)</p-n><p-l> @ដោយអាការះដែលបានប្រយោជន៍ </p-l></li><li>lucrativeness <p-n>(noun)</p-n><p-l> @ការបានប្រយោជន៍មក </p-l> </li></ul>	adjective
lucratively	ˈlu:krətɪvlɪ	ˈលូខ្រឹធីវលី	<ul><li><p-n>(adverb)</p-n><p-l> @ដោយអាការះដែលបានប្រយោជន៍ </p-l></li></ul>	adverb
lucrativeness	ˈ​lu:krətɪvnɪs	ˈលូខ្រឹធីវនិស	<ul><li><p-n>(noun)</p-n><p-l> @ការបានប្រយោជន៍មក </p-l> </li></ul>	noun
lucre	ˈlu:kə(r)	ˈលូខឹ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @កម្រៃ, ប្រាក់ចំណេញ</p-l></li></ul>	noun
ludicrous	ˈlu:dɪkrəs	ˈលូឌិខ្រឹស	<ul><li><p-n>(adjective)</p-n><p-l> @គួរឱ្យសើច (ចំអក)</p-l></li><li>ludicrously <p-n>(adverb)</p-n><p-l> @ដោយគួរអោយចង់សើច </p-l></li><li>ludicrousness <p-n>(noun)</p-n><p-l> @សភាពដែលគួរអោយអស់សំណើច</p-l> </li></ul>	adjective
ludo	ˈlu:dəʊ	ˈលូដូ	<ul><li><p-n>(noun)</p-n><p-l> @ល្បែងឡុកឡាក់&nbsp;</p-l></li></ul>	noun
luff	lʌf	ឡាហ្វ	<ul><li><p-n>(transitive verb)</p-n><p-l> @បត់ក្បាលទូកចូលរកខ្យល់</p-l></li></ul>	transitive verb
luffa,loofah	ˈlʌfə	ˈឡាហ្វឹ	<ul><li><p-n>(noun)</p-n><p-l> @ផ្លែននោង&nbsp;</p-l></li></ul>	noun
lug (1)	lʌg	ឡាក់ហ្ក៍	<ul><li><p-n>(transitive verb)</p-n><p-n>(pt.pp. lugged)</p-n><p-l> @កាន់, យួរ, អូស (ទាំងលំបាក់) </p-l><br/>to ~ in<p-l> @អូសអោយចូលមក</p-l> in lug<p-l> @នៅក្នុងរោងបញ្ចាំង&nbsp;</p-l></li></ul>	transitive verb
lug (2)	lʌg	ឡាក់ហ្ក៍	<ul><li><p-n>(noun)</p-n><p-l> @ក្បាលឡោស៊ី (សម្រាប់កង់ឡានជាដើម)&nbsp;</p-l></li></ul>	noun
luggage (US baggage)	ˈlʌgɪdʒ	ˈឡាក់ហ្គឹឌ្ស៍	<ul><li><p-n>(noun)</p-n>carry his ~<p-l> @ឥវ៉ាន់អ្នកដំណើរ</p-l> <p-n>(Lit.)</p-n><p-l> @ភារវត្ថុ </p-l><br/>buy new ~<p-l> @ហឹប</p-l> hand luggage <p-n>(cabin luggage)</p-n><p-l> @ហឹបឥវ៉ាន់តូចៗ ដែលអ្នកដំណើរអាចយួរបាន </p-l>free luggage allowance<p-l> @ចំនួនឥវ៉ាន់ដែលត្រូវអនុញ្ញាតឱ្យយកទៅតាមខ្លួនដោយមិនគិតថ្លៃ ចំនួនឥវ៉ាន់អនុគ្រោះ&nbsp;</p-l></li><li>luggage-rack /-ˈr&aelig;k/<p-l>@[-រែកខ៍]</p-l><p-n>(noun)</p-n><p-l> @ធ្នើរដាក់ឥវ៉ាន់ </p-l> </li></ul>	noun
lugger	ˈlʌgə(r)	ˈឡាហ្កឹ(រ)	<ul><li><p-n>(noun)</p-n><p-l> @ទូកក្តោង, នាវាតូច</p-l></li></ul>	noun
Lugubrious	ləˈgu:brɪəs	ឡឹˈហ្គូប្រៀស	<ul><li><p-n>(adjective)</p-n><p-l> @អាណោចអាធ័ម, គួរអោយសង្វេគ&nbsp;</p-l></li><li>lugubriously <p-n>(adverb)</p-n><p-l> @យ៉ាងសោកសៅ </p-l> </li><li>lugubriousness <p-n>(noun)</p-n><p-l> @សភាពដែលសោកសៅ </p-l> </li></ul>	adjective
lugubriously	lu:gu:brɪəslɪ	ˈលូហ្គូប្រៀសលី	<ul><li><p-n>(adverb)</p-n><p-l> @យ៉ាងសោកសៅ </p-l> </li></ul>	adverb
