अचंभे	Aback
उत्तरपूर्वी	Northeastern
उत्तरी	Northern
उत्तरी	Northernmost
उत्तरतर्फ	Northward
उतरतिर	Northwards
पश्चिमोत्तर	Northwest
पश्चिमोत्तर	Northwestern
नर्वे	Norway
नर्वेजियन	Norwegian
नाक	Nose
नाक	Nosed
अरुका कुराको खोजीनिती गर्ने	Nosey
सम्झनाबाट	Nostalgia
उदासीन	Nostalgic
नथना	Nostril
अरुका कुराको खोजीनिती गर्ने	Nosy
छैन	Not
उल्लेखनीयता	Notability
उल्लेखनीय	Notable
विशेषगरी	Notably
नोटरी	Notary
संकेतन	Notation
निशान	Notch
नोट	Note
नोटबुक	Notebook
विख्यात	Noted
दर यस तस्वीर	Noter
उल्लेखनीय	Noteworthy
केही	Nothing
केही पनि होइन	Nothingness
ओपेरोफ्टेरा	Nothofagus
सूचना	Notice
नदेखिने	Noticeable
काफी	Noticeably
सूचना	Notification
अधिसूचित	Notified
नोटिफायर	Notifier
सूचित	Notify
धारणा	Notion
काल्पनिक	Notional
बदनामी	Notoriety
कुख्यात	Notorious
अत्यन्तै	Notoriously
हुदा हुदै	Notwithstanding
खेल्नुहोस	Nou
नूगा	Nougat
जैले	Nought
संज्ञा	Noun
पोषित गर्नु	Nourish
पोसिलो	Nourishing
पोषण	Nourishment
नवीनता	Novation
उपन्यास	Novel
तुच्छ उपन्यासों को शैली	Novelese
उपन्यासकार	Novelist
प्रमुख रहेका	Novella
नवीनता	Novelty
अच्चा	Novem
नोभेम्बर	November
नौसिखिए	Novice
नया	Novo
अब	Now
आजकल	Nowadays
कतै	Nowhere
हानिकारक	Noxious
हानि	Noxiousness
चुच्चो	Nozzle
अति सूक्ष्म अंतर	Nuance
को संभावना	Nuba
मिश्रण	Nubby
आणविक	Nuclear
नाभिक	Nuclei
फलोद्यान फलवाटिका	Nucleolus
न्यूक्लीओसाइड	Nucleoside
न्युक्लियस	Nucleus
मालिश	Nudd
नग्न	Nude
नज	Nudge
न्युडिजम	Nudism
न्यडिस्ट	Nudist
नग्नता	Nudity
सुनको टुक्रा	Nugget
उपद्रव	Nuisance
अणु	Nuke
खोस्न	Confiscate, !!!ify
नुमा	Numa
सुन्न	Numb
नम्बर	Number
असंख्या	Numberless
को ठाँउ	Numbing
लाटो	Numbness
सङ्ख्याको	Numeral
न्यूमरेटर	Numerator
संख्यात्मक	Numerical
संख्यात्मक	Numerically
अंकज्योतिष	Numerology
धेरै	Numerous
सुक्ष्म	Numerously
परमेश्वर सम्बन्दी	Numinous
न्यूमिजमाटिक	Numismatic
नन	Nun
जबानी वसीयतनाम दिन	Nuncupate
विवाह हो	Nuptials
नर्स	Nurse
दाई	Nursemaid
नर्सरी	Nursery
नर्सिङ	Nursing
पोषण	Nurture
सुपारी	Nut
शिखावर्तन होना	Nutate
जायफल	Nutmeg
पोषक	Nutrient
पोषण	Nutrition
पोषण	Nutritional
पोषण	Nutritionally
पोषण	Nutritionist
पौष्टिक	Nutritious
पौष्टिक	Nutritive
संक्षेप	Nutshell
चरपरा	Nutty
न्याय	Nyaya
रतौंधी	Nyctalopia
नयाँ	Nye
नायलन	Nylon
अप्सरा	Nymph
निम्फस	Nympha
सजावटी कन्द	Nymphaeaceae
आगर वाहक	Nyssaceae
हे	O
ओक	Oak
ओअसेस्	Oases
नखलिस्तान	Oasis
आर्थोपेडिक	Orthopedic
ओर्थपेडीस्ट	Orthopedist
ओटलन	Ortolan
ओरिक्स	Oryx
ओरिजा	Oryza
ओएस	Os
Ösc	Osc
ओस्कार	Oscar
दोलन	Oscillate
दोलन	Oscillation
थरथरानवाला	Oscillator
आस्टसीलस्कप	Oscilloscope
आजमियम	Osmium
असमस	Osmosis
आसमाटिक	Osmotic
हड्डीवाला	Osseous
हड्डी	Ossicle
हड्डी बन जाना	Ossification
अस्थिबाकसमा	Ossuary
जाहिरा	Ostensibly
दिखावा	Ostentation
छद्मभेषी	Ostentatious
पुराना ओस्टियोआर्थराइटिस	Osteoarthritis
अस्थिभंजक	Osteoclast
ओस्टियोपैथ	Osteopath
ओस्थोलयागथकले	Osteopathy
ओस्टियोपोरोसिस	Osteoporosis
ओस्तियम	Ostium
संकष्ट	Ostracism
ओथेलो	Othello
अन्य	Other
अन्यथा	Otherwise
दुसरी	Otherworldly
ओटिटिस	Otitis
ओटोलर्यनोलोजी	Otolaryngology
कर्णविज्ञान	Otology
कान लगाए	Otoplasty
ओटावा	Ottawa
ओटो	Otto
तुर्क	Ottoman
आहा	Ouch
पर्छ	Ought
औंस	Ounce
हाम्रो	Our
हाम्रो	Ours
आफूलाई	Ourselves
भगाने	Oust
बाहिर	Out
लगानी	Outage
अगाडी बढाना	Outbid
जहाज को बाहिर	Outboard
बाहिर जाने वाला	Outbound
आउटबॉक्स	Outbox
प्रकोप	Outbreak
बोलीको	Outburst
निर्वासित	Outcast
नतिजा	Outcome
पुकारा	Outcry
पुराना	Outdated
राम्रो होना	Outdo
आउटडोर	Outdoor
सडक	Outdoors
बाहिरी	Outer
सबै भन्दा बाहिरी	Outermost
माथि को कपडा	Outerwear
दहाना	Outfall
आउटफील्डमा	Outfield
पोशाक	Outfit
बहिर्वाह	Outflow
निवर्तमान	Outgoing
विकसित हो जाना	Outgrow
सैर	Outing
अनौठो	Outlandish
बहिष्कृत	Outlaw
परिव्यय	Outlay
आउटलेट	Outlet
रूपरेखा	Outline
उल्लिखित	Outlined
संघात्मक राज्य प्रणाली नै	Outlive
दृष्टिकोण	Outlook
विकट	Outlying
खोजों	Outnumber
दर्जनौं	Outpatient
चढे	Outperform
नाकाको	Outpost
खन्याएर	Outpouring
उत्पादन	Output
आक्रोश	Outrage
अपमानजनक	Outrageous
निर्मम	Outrageously
आउटरीच	Outreach
आउटरिगर	Outrigger
सोझै	Outright
छिटो दगुर्न	Outrun
सुरुमा	Outset
मात	Outshine
बाहिर	Outside
हेक्का	Outsider
कैलेंडर	Outskirt
मुखर	Outspoken
हाकाहाकी	Outspokenness
उल्लेखनीय	Outstanding
उल्लेखनीय	Outstandingly
बाहिरी	Outward
बाहिरबाट	Outwardly
वालहरुमा बाहिर	Outwards
तार तार	Outwear
तुलनामा	Outweigh
गोलाकार	Oval
डिम्बाशय	Ovarian
अण्डाशय	Ovary
ओवन	Oven
मा	Over
बहुतायत	Overabundance
अति	Overactive
अधिक बढेको	Overage
समग्र	Overall
ह्वार्लाङ	Overalls
कज्याउने	Overbearing
हद देखि ज्यादा	Overblown
जहाज	Overboard
बर्डन	Overburden
बादलले	Overcast
ओभरकोट	Overcoat
विजयी	Overcome
जय	Overcomer
भरपाई	Overcompensate
अति विश्वस्त	Overconfidence
अति विश्वस्त	Overconfident
संस्करण फ्लैश प्लेयर	Overcook
फतह पान	Overcrow
पल्ला झुकन	Overcrowd
कोचाकोच	Overcrowded
बढ्तै	Overdo
निस्केको	Overdone
अधिमात्रा	Overdose
ओभरड्राफ्ट	Overdraft
पिउने	Overdrink
अत्यधिक ~ सक्रियता	Overdrive
अबेर	Overdue
पर्नु	Overestimate
उमडाना	Overfill
खुसीले गद्गद्	Overflow
सामानहरूले भरिभराउ चहलपहलपूर्ण	Overflowing
परिपूर्ण	Overfull
ढाकिएको	Overgrown
अतिवृद्धि	Overgrowth
अधिकता	Overhang
ओवरहाल	Overhaul
उपरि	Overhead
गरम	Overheat
बढ्तै	Overindulge
भाँडो	Overlaid
ओवरल्याण्ड	Overland
ओवरलैप	Overlap
ओभरले	Overlay
रेखा	Overline
अधिभार	Overload
बेवास्ता	Overlook
अधिपति	Overlord
अचाक्ली	Overly
रातारात	Overnight
हिड्ने	Overpass
जनसंख्याको चापले	Overpopulation
विजयी	Overpower
साह्रै बलियो	Overpowering
अधिलेखन	Override
धर्मी	Overrighteous
अवहेलना	Overrule
हातखुट्टाका	Overrun
घोषणाओं	Overrunning
विदेशी	Oversea
विदेशी	Overseas
निरीक्षण	Oversee
निगरानी	Overseen
निरीक्षक	Overseer
निरीक्षणको	Overseership
छाया	Overshadow
निरीक्षण	Oversight
इन्डोर	Oversize
खास	Overt
लाग्नेछन्	Overtake
पतन	Overthrow
ओभरटाइम	Overtime
खुलकर	Overtly
भत्काउँदै	Overturn
अति प्रयोग	Overuse
सिंहावलोकन	Overview
अधिक वजन	Overweight
सोचाइमाथि	Overwhelm
भारी	Overwhelming
भारी	Overwhelmingly
कामको बोझले	Overwork
अधिलेखन	Overwrite
ओव्यूलेशन	Ovulation
डिंब	Ovum
ओउ	Ow
ऋणी	Owe
ओवेन	Owen
कारण	Owing
उल्लू	Owl
ओव्लेट	Owlet
आफ्नै	Own
मालिक	Owner
स्वामित्व	Ownership
गोरू	Ox
गोरु	Oxen
ओक्सीडेंट	Oxidant
आक्सीकारक अवरोधक	Oxidase
ऑक्सीकरण	Oxidation
अक्साइड	Oxide
आक्सीकारक	Oxidizer
ओक्सीकरण	Oxidizing
ओक्सी	Oxy
अक्सिसिटाइलिङ	Oxyacetylene
अक्सिजन	Oxygen
आक्सीमोरण	Oxymoron
ओक्सीटसिन	Oxytocin
